37;Aceclofenac;Aceclofenac Generis 100 mg Comprimidos;Comprimido revestido por película;100 mg;Autorizado;S;Generis Farmacêutica, S.A.;50
38;Aceclofenac;Aceclofenac Germed;Comprimido revestido por película;100 mg;Autorizado;S;Germed Farmacêutica, Lda.;50
39;Aceclofenac;Aceclofenac Mylan;Comprimido revestido por película;100 mg;Autorizado;S;Mylan, Lda.;50
40;Aceclofenac;Aceclofenac Ratiopharm;Comprimido revestido por película;100 mg;Autorizado;S;Ratiopharm - Comércio e Indústria de Produtos Farmacêuticos, Lda.;50
41;Aceclofenac;Airtal;Comprimido revestido por película;100 mg;Autorizado;N;Almirall - Produtos Farmacêuticos, Lda.;50
42;Aceclofenac;Airtal;Pó para suspensão oral;100 mg;Autorizado;N;Almirall - Produtos Farmacêuticos, Lda.;50
43;Aceclofenac;Airtal Difucreme;Creme;15 mg/g;Autorizado;N;Almirall - Produtos Farmacêuticos, Lda.;50
44;Aceclofenac;Biofenac;Comprimido revestido por película;100 mg;Autorizado;N;Almirall - Produtos Farmacêuticos, Lda.;50
45;Aceclofenac;Biofenac;Creme;15 mg/g;Autorizado;N;Almirall - Produtos Farmacêuticos, Lda.;50
46;Aceclofenac;Biofenac;Pó para suspensão oral;100 mg;Autorizado;N;Almirall - Produtos Farmacêuticos, Lda.;50
47;Aceglumato de deanol + Heptaminol;Forticol;Solução oral;230 mg/10 ml + 180 mg/10 ml;Autorizado;N;Laboratório Medinfar - Produtos Farmacêuticos, S.A.;50
48;Acemetacina;Rantudil;Cápsula;60 mg;Autorizado;N;Bialfar - Produtos Farmacêuticos, S.A.;50
49;Acemetacina;Rantudil 90 Retard;Cápsula de libertação prolongada;90 mg;Autorizado;N;Bialfar - Produtos Farmacêuticos, S.A.;50
50;Acenocumarol;Sintrom;Comprimido;4 mg;Autorizado;N;Merus Labs Luxco, SARL;50
51;Aceponato de metilprednisolona;Advantan;Creme;1 mg/g;Autorizado;N;Bayer Portugal, S.A.;50
52;Aceponato de metilprednisolona;Advantan;Emulsão cutânea;1 mg/g;Autorizado;N;Bayer Portugal, S.A.;50
53;Aceponato de metilprednisolona;Advantan;Pomada;1 mg/g;Autorizado;N;Bayer Portugal, S.A.;50
54;Aceponato de metilprednisolona;Advantan;Solução cutânea;1 mg/ml;Autorizado;N;Bayer Portugal, S.A.;50
55;Acetato de cálcio;Phosphosorb;Comprimido revestido por película;660 mg;Autorizado;N;Fresenius Medical Care Nephrologica Deutschland GmbH;50
56;Acetato de cálcio + Carbonato de magnésio;Osvaren;Comprimido revestido por película;435 mg + 235 mg;Autorizado;N;Fresenius Medical Care Nephrologica Deutschland GmbH;50
57;Acetato de eslicarbazepina;Zebinix;Comprimido;200 mg;Autorizado;N;Bial - Portela & Cª, S.A.;50
58;Acetato de eslicarbazepina;Zebinix;Comprimido;400 mg;Autorizado;N;Bial - Portela & Cª, S.A.;50
59;Acetato de eslicarbazepina;Zebinix;Comprimido;600 mg;Autorizado;N;Bial - Portela & Cª, S.A.;50
60;Acetato de eslicarbazepina;Zebinix;Comprimido;800 mg;Autorizado;N;Bial - Portela & Cª, S.A.;50
61;Acetato de glatirâmero;Copaxone;Solução injetável;20 mg/1 ml;Autorizado;N;Teva Pharmaceuticals, Ltd.;50
62;Acetato de glatirâmero;Copaxone;Solução injetável em seringa pré-cheia;40 mg/ml;Autorizado;N;Teva Pharmaceuticals, Ltd.;50
63;Acetato de zinco;Wilzin;Cápsula;25 mg;Autorizado;N;   Orphan Europe, S.A.R.L.;50
64;Acetato de zinco;Wilzin;Cápsula;50 mg;Autorizado;N;   Orphan Europe, S.A.R.L.;50
65;Acetazolamida;Carbinib;Comprimido;250 mg;Autorizado;N;Laboratório Edol - Produtos Farmacêuticos, S.A.;50
66;Acetazolamida;Carbinib R;Cápsula de libertação prolongada;500 mg;Autorizado;N;Laboratório Edol - Produtos Farmacêuticos, S.A.;50
67;Acetilcisteína;Acetilcisteína Bluval 600 mg Comprimidos efervescentes;Comprimido efervescente;600 mg;Autorizado;S;Sandoz Farmacêutica, Lda.;50
68;Acetilcisteína;Acetilcisteína Boehringer;Comprimido efervescente;600 mg;Autorizado;S;Unilfarma - União Internacional Laboratórios Farmacêuticos, Lda.;50
69;Acetilcisteína;Acetilcisteína Generis;Comprimido efervescente;600 mg;Autorizado;S;Generis Farmacêutica, S.A.;50
70;Acetilcisteína;Acetilcisteína Mepha;Pó para solução oral;200 mg;Autorizado;N;Mepha - Investigação, Desenvolvimento e Fabricação Farmacêutica, Lda.;50
71;Acetilcisteína;Acetilcisteína Mepha;Pó para solução oral;600 mg;Autorizado;N;Mepha - Investigação, Desenvolvimento e Fabricação Farmacêutica, Lda.;50
72;Acetilcisteína;Acetilcisteína PLS;Comprimido efervescente;600 mg;Autorizado;S;PLS Pharma - Produtos Farmacêuticos, Lda;50
73;Acetilcisteína;Acetilcisteína Pharmakern;Comprimido efervescente;600 mg;Autorizado;S;Pharmakern Portugal - Produtos Farmacêuticos, Sociedade Unipessoal, Lda.;50
74;Acetilcisteína;Acetilcisteína Sandoz;Comprimido efervescente;600 mg;Autorizado;S;Sandoz Farmacêutica, Lda.;50
75;Acetilcisteína;Acetilcisteína Sandoz;Pó para solução oral;100 mg;Autorizado;S;Sandoz Farmacêutica, Lda.;50
76;Acetilcisteína;Acetilcisteína Sandoz;Pó para solução oral;200 mg;Autorizado;S;Sandoz Farmacêutica, Lda.;50
77;Acetilcisteína;Acetilcisteína Sandoz;Pó para solução oral;600 mg;Autorizado;N;Sandoz Farmacêutica, Lda.;50
78;Acetilcisteína;Acetilcisteína Sandoz;Solução oral;20 mg/ml;Autorizado;S;Sandoz Farmacêutica, Lda.;50
79;Acetilcisteína;Acetilcisteína Teclave;Comprimido efervescente;100 mg;Autorizado;N;Sandoz Farmacêutica, Lda.;50
80;Acetilcisteína;Acetilcisteína Teclave;Comprimido efervescente;200 mg;Autorizado;N;Sandoz Farmacêutica, Lda.;50
81;Acetilcisteína;Acetilcisteína Teclave;Comprimido efervescente;600 mg;Autorizado;S;Sandoz Farmacêutica, Lda.;50
82;Acetilcisteína;Acetilcisteína ToLife;Comprimido efervescente;200 mg;Autorizado;S;ToLife - Produtos Farmacêuticos, S.A.;50
83;Acetilcisteína;Acetilcisteína ToLife;Comprimido efervescente;600 mg;Autorizado;S;ToLife - Produtos Farmacêuticos, S.A.;50
84;Acetilcisteína;Acetilcisteína Tussilene;Comprimido efervescente;600 mg;Autorizado;S;Laboratórios Azevedos - Indústria Farmacêutica, S.A.;50
85;Acetilcisteína;Fluimucil;Comprimido efervescente;600 mg;Autorizado;N;Zambon - Produtos Farmacêuticos, Lda.;50
86;Acetilcisteína;Fluimucil;Concentrado para solução para perfusão;200 mg/ml;Autorizado;N;Zambon - Produtos Farmacêuticos, Lda.;50
87;Acetilcisteína;Fluimucil;Granulado para solução oral;100 mg;Autorizado;N;Zambon - Produtos Farmacêuticos, Lda.;50
88;Acetilcisteína;Fluimucil;Granulado para solução oral;200 mg;Autorizado;N;Zambon - Produtos Farmacêuticos, Lda.;50
89;Acetilcisteína;Fluimucil;Solução injetável;300 mg/3 ml;Autorizado;N;Zambon - Produtos Farmacêuticos, Lda.;50
90;Acetilcisteína;Fluimucil 2%;Solução oral;20 mg/ml;Autorizado;N;Zambon - Produtos Farmacêuticos, Lda.;50
91;Acetilcisteína;Fluimucil 200 mg Comprimidos Dispersíveis;Comprimido dispersível;200 mg;Autorizado;N;Zambon - Produtos Farmacêuticos, Lda.;50
92;Acetilcisteína;Fluimucil 4%;Solução oral;40 mg/ml;Autorizado;N;Zambon - Produtos Farmacêuticos, Lda.;50
93;Acetilcisteína;Pulmosal;Comprimido efervescente;200 mg;Autorizado;N;Laboratórios Azevedos - Indústria Farmacêutica, S.A.;50
94;Acetilcisteína;Rinofluimucil;Gotas nasais, solução;10 mg/ml;Autorizado;N;Zambon - Produtos Farmacêuticos, Lda.;50
95;Acetilcisteína;Tirocular;Colírio, solução;40 mg/ml;Autorizado;N;Angelini Farmacêutica, Lda.;50
96;Acetilsalicilato de lisina;Acetilsalicilato de Lisina Labesfal 1800mg Pó e Solvente para Solução Injectável;Pó e solvente para solução injetável;1800 mg/5 ml;Autorizado;S;Labesfal - Laboratórios Almiro, S.A.;50
97;Acetilsalicilato de lisina;Acetilsalicilato de Lisina Labesfal 900 mg Pó e Solvente para Solução Injectável;Pó e solvente para solução injetável;900 mg/5 ml;Autorizado;S;Labesfal - Laboratórios Almiro, S.A.;50
98;Acetilsalicilato de lisina;Aspegic 100;Pó para solução oral;180 mg;Autorizado;N;Sanofi - Produtos Farmacêuticos, Lda.;50
99;Acetilsalicilato de lisina;Aspegic 1000;Pó para solução oral;1800 mg;Autorizado;N;Sanofi - Produtos Farmacêuticos, Lda.;50
100;Acetilsalicilato de lisina;Aspegic 500;Pó para solução oral;900 mg;Autorizado;N;Sanofi - Produtos Farmacêuticos, Lda.;50
101;Acetilsalicilato de lisina;Lisaspin 1000;Pó para solução oral;1800 mg;Autorizado;N;Aristo Pharma Iberia, SL;50
102;Acetilsalicilato de lisina;Lisaspin 500;Pó para solução oral;900 mg;Autorizado;N;Aristo Pharma Iberia, SL;50
103;Acetonido de fluocinolona;Iluvien;Implante intravítreo em aplicador;190 µg;Autorizado;N;Alimera Sciences Limited;50
104;Acetonido de fluocinolona;Synalar;Creme;0.25 mg/g;Autorizado;N;Lusomedicamenta - Sociedade Técnica Farmacêutica, S.A.;50
105;Acetonido de fluocinolona + Lidocaína + Subgalhato de bismuto;Synalar Rectal;Pomada retal;Associação;Autorizado;N;Lusomedicamenta - Sociedade Técnica Farmacêutica, S.A.;50
106;Acetonido de fluocinolona + Neomicina;Synalar N;Creme;3.5 mg + 0.25 mg;Autorizado;N;Lusomedicamenta - Sociedade Técnica Farmacêutica, S.A.;50
107;Acetonido de fluocinolona + Neomicina + Polimixina B;Oto-Synalar N;Gotas auriculares, solução;Associação;Autorizado;N;Lusomedicamenta - Sociedade Técnica Farmacêutica, S.A.;50
108;Aciclovir;Aciclosina;Creme;50 mg/g;Autorizado;N;Laboratórios Atral, S.A.;50
109;Aciclovir;Aciclovax;Pó para solução para perfusão;250 mg;Autorizado;N;Labesfal - Laboratórios Almiro, S.A.;50
110;Aciclovir;Aciclovir Axone;Creme;50 mg/g;Autorizado;S;Axone, Lda.;50
111;Aciclovir;Aciclovir Bluepharma;Creme;50 mg/g;Autorizado;S;Bluepharma Genéricos - Comércio de Medicamentos, S.A.;50
112;Aciclovir;Aciclovir Ciclum;Comprimido;200 mg;Autorizado;S;Ciclum Farma Unipessoal, Lda.;50
113;Aciclovir;Aciclovir Ciclum;Comprimido;400 mg;Autorizado;S;Ciclum Farma Unipessoal, Lda.;50
114;Aciclovir;Aciclovir Ciclum;Comprimido;800 mg;Autorizado;S;Ciclum Farma Unipessoal, Lda.;50
115;Aciclovir;Aciclovir Cinfa 800 mg Comprimidos Dispersíveis;Comprimido dispersível;800 mg;Autorizado;S;Cinfa Portugal,Lda.;50
116;Aciclovir;Aciclovir Combino;Pó para solução para perfusão;250 mg;Autorizado;S;Accord Healthcare Limited;50
117;Aciclovir;Aciclovir Combino;Solução para perfusão;250 mg/10 ml;Autorizado;S;Accord Healthcare Limited;50
118;Aciclovir;Aciclovir Generis;Creme;50 mg/g;Autorizado;S;Generis Farmacêutica, S.A.;50
119;Aciclovir;Aciclovir Generis;Pó para solução para perfusão;250 mg;Autorizado;S;Generis Farmacêutica, S.A.;50
120;Aciclovir;Aciclovir Generis 200 mg Comprimidos;Comprimido;200 mg;Autorizado;S;Generis Farmacêutica, S.A.;50
121;Aciclovir;Aciclovir Generis 800 mg Comprimidos;Comprimido;800 mg;Autorizado;S;Generis Farmacêutica, S.A.;50
122;Aciclovir;Aciclovir Germed;Creme;50 mg/g;Autorizado;S;Germed Farmacêutica, Lda.;50
123;Aciclovir;Aciclovir Hikma;Pó para solução para perfusão;250 mg;Autorizado;S;Hikma Farmacêutica (Portugal), S.A.;50
124;Aciclovir;Aciclovir Hikma;Pó para solução para perfusão;500 mg;Autorizado;S;Hikma Farmacêutica (Portugal), S.A.;50
125;Aciclovir;Aciclovir ITF 200 mg Comprimidos;Comprimido;200 mg;Autorizado;S;ITF Farma - Produtos Farmacêuticos, Lda.;50
126;Aciclovir;Aciclovir ITF 800 mg Comprimidos;Comprimido;800 mg;Autorizado;S;ITF Farma - Produtos Farmacêuticos, Lda.;50
127;Aciclovir;Aciclovir Labesfal;Creme;50 mg/g;Autorizado;N;Labesfal Genéricos, S.A;50
128;Aciclovir;Aciclovir Labesfal 200 mg Comprimidos;Comprimido;200 mg;Autorizado;S;Labesfal Genéricos, S.A;50
129;Aciclovir;Aciclovir Labesfal 800 mg Comprimidos;Comprimido;800 mg;Autorizado;S;Labesfal Genéricos, S.A;50
130;Aciclovir;Aciclovir Sidefarma;Pó para solução para perfusão;250 mg;Autorizado;S;Sidefarma - Sociedade Industrial de Expansão Farmacêutica, S.A.;50
131;Aciclovir;Aciclovir Tedec;Solução para perfusão;250 mg/10 ml;Autorizado;N;Decomed Farmacêutica, S.A.;50
132;Aciclovir;Aciclovir Vida;Comprimido;200 mg;Autorizado;S;Vida - Produtos Farmacêuticos, S.A.;50
133;Aciclovir;Aciclovir Vida;Comprimido;800 mg;Autorizado;S;Vida - Produtos Farmacêuticos, S.A.;50
134;Aciclovir;Aciclovir Volg;Creme;50 mg/g;Autorizado;S;Germed Farmacêutica, Lda.;50
135;Aciclovir;Aciclovir Zentiva;Comprimido;200 mg;Autorizado;S;Sanofi - Produtos Farmacêuticos, Lda.;50
136;Aciclovir;Aciclovir Zentiva;Comprimido dispersível;800 mg;Autorizado;S;Sanofi - Produtos Farmacêuticos, Lda.;50
137;Aciclovir;Aciclovir ratiopharm;Creme;50 mg/g;Autorizado;S;Ratiopharm - Comércio e Indústria de Produtos Farmacêuticos, Lda.;50
138;Aciclovir;Briclofar;Creme;50 mg/g;Autorizado;N;Caldeira & Metelo, Lda.;50
139;Aciclovir;Cicloviral;Comprimido;200 mg;Autorizado;N;Laboratório Medinfar - Produtos Farmacêuticos, S.A.;50
140;Aciclovir;Cicloviral;Comprimido;400 mg;Autorizado;N;Laboratório Medinfar - Produtos Farmacêuticos, S.A.;50
141;Aciclovir;Cicloviral;Comprimido;800 mg;Autorizado;N;Laboratório Medinfar - Produtos Farmacêuticos, S.A.;50
142;Aciclovir;Cicloviral;Creme;50 mg/g;Autorizado;N;Medinfar Consumer Health - Produtos Farmacêuticos, Lda.;50
143;Aciclovir;Cicloviral IV;Pó para solução para perfusão;250 mg;Autorizado;N;Laboratório Medinfar - Produtos Farmacêuticos, S.A.;50
144;Aciclovir;Divicil;Comprimido;200 mg;Autorizado;N;Laboratório B. A. Farma, Lda.;50
145;Aciclovir;Divicil;Comprimido;800 mg;Autorizado;N;Laboratório B. A. Farma, Lda.;50
146;Aciclovir;Divicil;Suspensão oral;80 mg/ml;Autorizado;N;Laboratório B. A. Farma, Lda.;50
147;Aciclovir;Faulviral;Concentrado para solução para perfusão;25 mg/ml;Autorizado;N;   Hospira Portugal, Lda;50
148;Aciclovir;Hermix-Sofex;Comprimido;200 mg;Autorizado;N;Sofex Farmacêutica, Lda.;50
149;Aciclovir;Hermix-Sofex;Creme;50 mg/g;Autorizado;N;Sofex Farmacêutica, Lda.;50
150;Aciclovir;Lipovir;Gel;50 mg/g;Autorizado;N;Laboratorios Ojer Pharma, S.L.;50
151;Aciclovir;Viranti;Lápis cutâneo;50 mg/g;Autorizado;N;Alvogen IPCo, S.ár.l.;50
152;Aciclovir;Zov 800;Comprimido;800 mg;Autorizado;N;Laboratórios Wellcome de Portugal, Lda.;50
153;Aciclovir;Zovirax;Comprimido;200 mg;Autorizado;N;Laboratórios Wellcome de Portugal, Lda.;50
154;Aciclovir;Zovirax;Creme;50 mg/g;Autorizado;N;GlaxoSmithKline Consumer Healthcare Produtos para a Saúde e Higiene Lda.;50
155;Aciclovir;Zovirax;Pomada oftálmica;30 mg/g;Autorizado;N;Laboratórios Wellcome de Portugal, Lda.;50
156;Aciclovir;Zovirax;Suspensão oral;80 mg/ml;Autorizado;N;Laboratórios Wellcome de Portugal, Lda.;50
157;Aciclovir + Hidrocortisona;Zoviduo;Creme;50 mg/g + 10 mg/g;Autorizado;N;GlaxoSmithKline Consumer Healthcare Produtos para a Saúde e Higiene Lda.;50
158;Acitretina;Neotigason;Cápsula;10 mg;Autorizado;N;Aurovitas Unipessoal, Lda.;50
159;Acitretina;Neotigason;Cápsula;25 mg;Autorizado;N;Aurovitas Unipessoal, Lda.;50
160;Adalimumab;Humira;Solução injetável;40 mg/0.8 ml;Autorizado;N;AbbVie Ltd;50
161;Adapaleno;Differin;Creme;1 mg/g;Autorizado;N;Laboratorios Galderma S.A. - Sucursal em Portugal;50
162;Adapaleno;Differin;Gel;1 mg/g;Autorizado;N;Laboratorios Galderma S.A. - Sucursal em Portugal;50
163;Adapaleno + Peróxido de benzoílo;Epiduo;Gel;1 mg/g + 25 mg/g;Autorizado;N;Laboratorios Galderma S.A. - Sucursal em Portugal;50
164;Adefovir;Hepsera;Comprimido;10 mg;Autorizado;N;Gilead Sciences International Ltd.;50
165;Adenosina;Adenocor;Solução injetável;6 mg/2 ml;Autorizado;N;Sanofi - Produtos Farmacêuticos, Lda.;50
166;Adenosina;Adenoscan;Solução para perfusão;3 mg/ml;Autorizado;N;Sanofi - Produtos Farmacêuticos, Lda.;50
167;Adenosina;Adenosina Claris;Solução injetável;6 mg/2 ml;Autorizado;S;Claris Lifesciences (UK), Ltd.;50
168;Adrenalina;Adrenalina Braun;Solução injetável;1 mg/1 ml;Autorizado;N;B. Braun Medical, Lda.;50
169;Adrenalina;Adrenalina Labesfal;Solução injetável;0.1 mg/1 ml;Autorizado;N;Labesfal - Laboratórios Almiro, S.A.;50
170;Adrenalina;Adrenalina Labesfal;Solução injetável;0.25 mg/1 ml;Autorizado;N;Labesfal - Laboratórios Almiro, S.A.;50
171;Adrenalina;Adrenalina Labesfal;Solução injetável;1 mg/1 ml;Autorizado;N;Labesfal - Laboratórios Almiro, S.A.;50
172;Adrenalina;Adrenalina Labesfal;Solução injetável;2 mg/1 ml;Autorizado;N;Labesfal - Laboratórios Almiro, S.A.;50
173;Adrenalina;Anapen 0,15 mg/0,3 ml;Solução injetável;0.15 mg/0.3 ml;Autorizado;N;Lincoln Medical Ltd.;50
174;Adrenalina;Anapen 0,3 mg/0,3 ml;Solução injetável;0.3 mg/0.3 ml;Autorizado;N;Lincoln Medical Ltd.;50
175;Adrenalina;Epipen;Solução injetável em seringa pré-cheia;0.15 mg/0.3 ml;Autorizado;N;Meda Pharma - Produtos Farmacêuticos, S.A.;50
176;Adrenalina;Epipen;Solução injetável em seringa pré-cheia;0.3 mg/0.3 ml;Autorizado;N;Meda Pharma - Produtos Farmacêuticos, S.A.;50
177;Afamelanotido;Scenesse;Implante;16 mg;Autorizado;N;Clinuvel UK Ltd.;50
178;Afatinib;Giotrif;Comprimido revestido por película;20 mg;Autorizado;N;Boehringer Ingelheim International GmbH;50
179;Afatinib;Giotrif;Comprimido revestido por película;30 mg;Autorizado;N;Boehringer Ingelheim International GmbH;50
180;Afatinib;Giotrif;Comprimido revestido por película;40 mg;Autorizado;N;Boehringer Ingelheim International GmbH;50
181;Afatinib;Giotrif;Comprimido revestido por película;50 mg;Autorizado;N;Boehringer Ingelheim International GmbH;50
182;Aflibercept;Eylea;Solução injetável;40 mg/ml;Autorizado;N;Bayer Pharma A.G.;50
183;Aflibercept;Eylea;Solução injetável;40 mg/ml;Autorizado;N;Bayer Pharma A.G.;50
184;Aflibercept;Zaltrap;Concentrado para solução para perfusão;25 mg/ml;Autorizado;N;Sanofi-Aventis Groupe, S.A.;50
185;Agalsidase alfa;Replagal;Concentrado para solução para perfusão;1 mg/ml;Autorizado;N;Shire Human Genetic Therapies AB;50
186;Agalsidase beta;Fabrazyme;Pó para solução para perfusão;35 mg;Autorizado;N;Genzyme Europe, B.V.;50
187;Agalsidase beta;Fabrazyme;Pó para solução para perfusão;5 mg;Autorizado;N;Genzyme Europe, B.V.;50
188;Agomelatina;Thymanax;Comprimido revestido por película;25 mg;Autorizado;N;Servier (Ireland) Industrie, Ltd.;50
189;Agomelatina;Valdoxan;Comprimido revestido por película;25 mg;Autorizado;N;   Les Laboratoires Servier;50
190;Alanina-Glutamina;Dipeptiven;Concentrado para solução para perfusão;200 mg/ml;Autorizado;N;   Fresenius Kabi Pharma Portugal, Lda;50
191;Albendazol;Zentel;Comprimido;400 mg;Autorizado;N;Omega Pharma Portuguesa, Lda.;50
192;Albendazol;Zentel;Suspensão oral;20 mg/ml;Autorizado;N;Omega Pharma Portuguesa, Lda.;50
193;Albiglutido;Eperzan;Pó e solvente para solução injetável;30 mg;Autorizado;N;GlaxoSmithKline Trading Services, Ltd.;50
194;Albiglutido;Eperzan;Pó e solvente para solução injetável;50 mg;Autorizado;N;GlaxoSmithKline Trading Services, Ltd.;50
195;Albumina humana;Albiomin 20%;Solução para perfusão;200 g/l;Autorizado;N;Biotest Pharma GmbH;50
196;Albumina humana;Albumina 25% p/v Solução de Albumina Humana;Solução para perfusão;250 g/l;Autorizado;N;Baxalta Innovations GmbH;50
197;Albumina humana;Albumina Humana 20% Behring;Solução para perfusão;200 g/l;Autorizado;N;CSL Behring GmbH;50
198;Albumina humana;Albumina Humana AMPDR;Solução para perfusão;200 g/l;Autorizado;N;Dynamicspharma - Comercialização de Produtos Farmacêuticos, S.A.;50
199;Albumina humana;Albumina Humana Baxalta;Solução para perfusão;200 g/l;Autorizado;N;Baxalta Innovations GmbH;50
200;Albumina humana;Albumina Humana Baxalta;Solução para perfusão;250 g/l;Autorizado;N;Baxalta Innovations GmbH;50
201;Albumina humana;Albumina Humana Baxalta;Solução para perfusão;50 g/l;Autorizado;N;Baxalta Innovations GmbH;50
202;Albumina humana;Albumina Humana Grifols 20%;Solução injetável;200 g/l;Autorizado;N;Instituto Grifols, S.A.;50
203;Albumina humana;Albumina Humana Grifols a 5%;Solução para perfusão;50 g/l;Autorizado;N;Instituto Grifols, S.A.;50
204;Albumina humana;Albumina Humana Kedrion;Solução para perfusão;200 g/l;Autorizado;N;Kedrion S.p.A.;50
205;Albumina humana;Albumina Humana Kedrion;Solução para perfusão;250 g/l;Autorizado;N;Kedrion S.p.A.;50
206;Albumina humana;Albumine-LFB 200 mg/ml;Solução para perfusão;200 g/l;Autorizado;N;LFB Biomedicaments;50
207;Albumina humana;Albunorm 20%;Solução para perfusão;200 g/l;Autorizado;N;Octapharma - Produtos Farmacêuticos Lda.;50
208;Albumina humana;Albunorm 5%;Solução para perfusão;50 g/l;Autorizado;N;   Octapharma Produtos Farmacêuticos, Lda.;50
209;Albumina humana;Alburex 20;Solução para perfusão;200 g/l;Autorizado;N;CSL Behring GmbH;50
210;Albumina humana;Alburex 5;Solução para perfusão;50 g/l;Autorizado;N;CSL Behring GmbH;50
211;Albumina humana;Flexbumin;Solução para perfusão;200 g/l;Autorizado;N;Baxalta Innovations GmbH;50
